sss_year,state,filing_status,variable_name,type,calculation_method,income_min,income_max,value,notes,source,source_url,collected_by,date_collected
2026,AL,married,standard_deduction,taxable_income_subtraction,flat,33000,33499,5875,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,married,standard_deduction,taxable_income_subtraction,flat,33500,33999,5700,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,married,standard_deduction,taxable_income_subtraction,flat,34000,34499,5525,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,married,standard_deduction,taxable_income_subtraction,flat,34500,34999,5350,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,married,standard_deduction,taxable_income_subtraction,flat,35000,35499,5175,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,married,standard_deduction,taxable_income_subtraction,flat,35500,Inf,5000,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_parent,standard_deduction,taxable_income_subtraction,flat,0,25999,5200,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_parent,standard_deduction,taxable_income_subtraction,flat,26000,26499,5065,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_parent,standard_deduction,taxable_income_subtraction,flat,26500,26999,4930,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_parent,standard_deduction,taxable_income_subtraction,flat,27000,27499,4795,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_parent,standard_deduction,taxable_income_subtraction,flat,27500,27999,4660,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_parent,standard_deduction,taxable_income_subtraction,flat,28000,28499,4525,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_parent,standard_deduction,taxable_income_subtraction,flat,28500,28999,4390,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_parent,standard_deduction,taxable_income_subtraction,flat,29000,29499,4255,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_parent,standard_deduction,taxable_income_subtraction,flat,29500,29999,4120,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_parent,standard_deduction,taxable_income_subtraction,flat,30000,30499,3985,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_parent,standard_deduction,taxable_income_subtraction,flat,30500,30999,3850,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_parent,standard_deduction,taxable_income_subtraction,flat,31000,31499,3715,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_parent,standard_deduction,taxable_income_subtraction,flat,31500,31999,3580,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_parent,standard_deduction,taxable_income_subtraction,flat,32000,32499,3445,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_parent,standard_deduction,taxable_income_subtraction,flat,32500,32999,3310,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_parent,standard_deduction,taxable_income_subtraction,flat,33000,33499,3175,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_parent,standard_deduction,taxable_income_subtraction,flat,33500,33999,3040,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_parent,standard_deduction,taxable_income_subtraction,flat,34000,34499,2905,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_parent,standard_deduction,taxable_income_subtraction,flat,34500,34999,2770,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_parent,standard_deduction,taxable_income_subtraction,flat,35000,35499,2635,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_parent,standard_deduction,taxable_income_subtraction,flat,35500,Inf,2500,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_adult,standard_deduction,taxable_income_subtraction,flat,0,25999,3000,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_adult,standard_deduction,taxable_income_subtraction,flat,26000,26499,2975,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_adult,standard_deduction,taxable_income_subtraction,flat,26500,26999,2950,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_adult,standard_deduction,taxable_income_subtraction,flat,27000,27499,2925,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_adult,standard_deduction,taxable_income_subtraction,flat,27500,27999,2900,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_adult,standard_deduction,taxable_income_subtraction,flat,28000,28499,2875,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_adult,standard_deduction,taxable_income_subtraction,flat,28500,28999,2850,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_adult,standard_deduction,taxable_income_subtraction,flat,29000,29499,2825,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_adult,standard_deduction,taxable_income_subtraction,flat,29500,29999,2800,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_adult,standard_deduction,taxable_income_subtraction,flat,30000,30499,2775,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_adult,standard_deduction,taxable_income_subtraction,flat,30500,30999,2750,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_adult,standard_deduction,taxable_income_subtraction,flat,31000,31499,2725,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_adult,standard_deduction,taxable_income_subtraction,flat,31500,31999,2700,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_adult,standard_deduction,taxable_income_subtraction,flat,32000,32499,2675,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_adult,standard_deduction,taxable_income_subtraction,flat,32500,32999,2650,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_adult,standard_deduction,taxable_income_subtraction,flat,33000,33499,2625,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_adult,standard_deduction,taxable_income_subtraction,flat,33500,33999,2600,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_adult,standard_deduction,taxable_income_subtraction,flat,34000,34499,2575,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_adult,standard_deduction,taxable_income_subtraction,flat,34500,34999,2550,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_adult,standard_deduction,taxable_income_subtraction,flat,35000,35499,2525,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,AL,single_adult,standard_deduction,taxable_income_subtraction,flat,35500,Inf,2500,NA,"Alabama Department of Revenue. Standard Deduction/Optional Standard Deduction Tables and Dependent Exemption Table for the 2023 Tax Year. Published January 2024. Accessed June 9, 2025. https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.",https://www.revenue.alabama.gov/wp-content/uploads/2024/01/23stddeduction40.pdf.,Aku,06/24/2025
2026,MD,single_adult,exemption_per_person,taxable_income_subtraction,per_person,0,100000,3200,NA,"Comptroller of Maryland. MW‑507: Employee Withholding Exemption Certificate Instructions. Baltimore: Maryland Department of Transportation Office of Human Resources, January 2025. https://www.mdot.maryland.gov/OHR/MW‑507‑Instructions.pdf.",https://www.mdot.maryland.gov/OHR/MW‑507‑Instructions.pdf.,Aku,06/30/2025
2026,MD,single_adult,exemption_per_person,taxable_income_subtraction,per_person,10000,125000,1600,NA,"Comptroller of Maryland. MW‑507: Employee Withholding Exemption Certificate Instructions. Baltimore: Maryland Department of Transportation Office of Human Resources, January 2025. https://www.mdot.maryland.gov/OHR/MW‑507‑Instructions.pdf.",https://www.mdot.maryland.gov/OHR/MW‑507‑Instructions.pdf.,Aku,06/30/2025
2026,MD,single_adult,exemption_per_person,taxable_income_subtraction,per_person,125000,150000,800,NA,"Comptroller of Maryland. MW‑507: Employee Withholding Exemption Certificate Instructions. Baltimore: Maryland Department of Transportation Office of Human Resources, January 2025. https://www.mdot.maryland.gov/OHR/MW‑507‑Instructions.pdf.",https://www.mdot.maryland.gov/OHR/MW‑507‑Instructions.pdf.,Aku,06/30/2025
2026,MD,single_adult,exemption_per_person,taxable_income_subtraction,per_person,150000,175000,0,NA,"Comptroller of Maryland. MW‑507: Employee Withholding Exemption Certificate Instructions. Baltimore: Maryland Department of Transportation Office of Human Resources, January 2025. https://www.mdot.maryland.gov/OHR/MW‑507‑Instructions.pdf.",https://www.mdot.maryland.gov/OHR/MW‑507‑Instructions.pdf.,Aku,06/30/2025
2026,MD,single_adult,exemption_per_person,taxable_income_subtraction,per_person,175000,200000,0,NA,"Comptroller of Maryland. MW‑507: Employee Withholding Exemption Certificate Instructions. Baltimore: Maryland Department of Transportation Office of Human Resources, January 2025. https://www.mdot.maryland.gov/OHR/MW‑507‑Instructions.pdf.",https://www.mdot.maryland.gov/OHR/MW‑507‑Instructions.pdf.,Aku,06/30/2025
2026,MD,single_adult,exemption_per_person,taxable_income_subtraction,per_person,200000,Inf,0,NA,"Comptroller of Maryland. MW‑507: Employee Withholding Exemption Certificate Instructions. Baltimore: Maryland Department of Transportation Office of Human Resources, January 2025. https://www.mdot.maryland.gov/OHR/MW‑507‑Instructions.pdf.",https://www.mdot.maryland.gov/OHR/MW‑507‑Instructions.pdf.,Aku,06/30/2025
2026,MD,single_parent,exemption_per_person,taxable_income_subtraction,per_person,0,100000,3200,NA,"Comptroller of Maryland. MW‑507: Employee Withholding Exemption Certificate Instructions. Baltimore: Maryland Department of Transportation Office of Human Resources, January 2025. https://www.mdot.maryland.gov/OHR/MW‑507‑Instructions.pdf.",https://www.mdot.maryland.gov/OHR/MW‑507‑Instructions.pdf.,Aku,06/30/2025
2026,MD,single_parent,exemption_per_person,taxable_income_subtraction,per_person,10000,125000,3200,NA,"Comptroller of Maryland. MW‑507: Employee Withholding Exemption Certificate Instructions. Baltimore: Maryland Department of Transportation Office of Human Resources, January 2025. https://www.mdot.maryland.gov/OHR/MW‑507‑Instructions.pdf.",https://www.mdot.maryland.gov/OHR/MW‑507‑Instructions.pdf.,Aku,06/30/2025
2026,MD,single_parent,exemption_per_person,taxable_income_subtraction,per_person,125000,150000,3200,NA,"Comptroller of Maryland. MW‑507: Employee Withholding Exemption Certificate Instructions. Baltimore: Maryland Department of Transportation Office of Human Resources, January 2025. https://www.mdot.maryland.gov/OHR/MW‑507‑Instructions.pdf.",https://www.mdot.maryland.gov/OHR/MW‑507‑Instructions.pdf.,Aku,06/30/2025
2026,MD,single_parent,exemption_per_person,taxable_income_subtraction,per_person,150000,175000,1600,NA,"Comptroller of Maryland. MW‑507: Employee Withholding Exemption Certificate Instructions. Baltimore: Maryland Department of Transportation Office of Human Resources, January 2025. https://www.mdot.maryland.gov/OHR/MW‑507‑Instructions.pdf.",https://www.mdot.maryland.gov/OHR/MW‑507‑Instructions.pdf.,Aku,06/30/2025
2026,MD,single_parent,exemption_per_person,taxable_income_subtraction,per_person,175000,200000,800,NA,"Comptroller of Maryland. MW‑507: Employee Withholding Exemption Certificate Instructions. Baltimore: Maryland Department of Transportation Office of Human Resources, January 2025. https://www.mdot.maryland.gov/OHR/MW‑507‑Instructions.pdf.",https://www.mdot.maryland.gov/OHR/MW‑507‑Instructions.pdf.,Aku,06/30/2025
2026,MD,single_parent,exemption_per_person,taxable_income_subtraction,per_person,200000,Inf,0,NA,"Comptroller of Maryland. MW‑507: Employee Withholding Exemption Certificate Instructions. Baltimore: Maryland Department of Transportation Office of Human Resources, January 2025. https://www.mdot.maryland.gov/OHR/MW‑507‑Instructions.pdf.",https://www.mdot.maryland.gov/OHR/MW‑507‑Instructions.pdf.,Aku,06/30/2025
2026,MD,married,exemption_per_person,taxable_income_subtraction,per_person,0,100000,3200,NA,"Comptroller of Maryland. MW‑507: Employee Withholding Exemption Certificate Instructions. Baltimore: Maryland Department of Transportation Office of Human Resources, January 2025. https://www.mdot.maryland.gov/OHR/MW‑507‑Instructions.pdf.",https://www.mdot.maryland.gov/OHR/MW‑507‑Instructions.pdf.,Aku,06/30/2025
2026,MD,married,exemption_per_person,taxable_income_subtraction,per_person,10000,125000,3200,NA,"Comptroller of Maryland. MW‑507: Employee Withholding Exemption Certificate Instructions. Baltimore: Maryland Department of Transportation Office of Human Resources, January 2025. https://www.mdot.maryland.gov/OHR/MW‑507‑Instructions.pdf.",https://www.mdot.maryland.gov/OHR/MW‑507‑Instructions.pdf.,Aku,06/30/2025
2026,MD,married,exemption_per_person,taxable_income_subtraction,per_person,125000,150000,3200,NA,"Comptroller of Maryland. MW‑507: Employee Withholding Exemption Certificate Instructions. Baltimore: Maryland Department of Transportation Office of Human Resources, January 2025. https://www.mdot.maryland.gov/OHR/MW‑507‑Instructions.pdf.",https://www.mdot.maryland.gov/OHR/MW‑507‑Instructions.pdf.,Aku,06/30/2025
2026,MD,married,exemption_per_person,taxable_income_subtraction,per_person,150000,175000,1600,NA,"Comptroller of Maryland. MW‑507: Employee Withholding Exemption Certificate Instructions. Baltimore: Maryland Department of Transportation Office of Human Resources, January 2025. https://www.mdot.maryland.gov/OHR/MW‑507‑Instructions.pdf.",https://www.mdot.maryland.gov/OHR/MW‑507‑Instructions.pdf.,Aku,06/30/2025
2026,MD,married,exemption_per_person,taxable_income_subtraction,per_person,175000,200000,800,NA,"Comptroller of Maryland. MW‑507: Employee Withholding Exemption Certificate Instructions. Baltimore: Maryland Department of Transportation Office of Human Resources, January 2025. https://www.mdot.maryland.gov/OHR/MW‑507‑Instructions.pdf.",https://www.mdot.maryland.gov/OHR/MW‑507‑Instructions.pdf.,Aku,06/30/2025
2026,MD,married,exemption_per_person,taxable_income_subtraction,per_person,200000,Inf,0,NA,"Comptroller of Maryland. MW‑507: Employee Withholding Exemption Certificate Instructions. Baltimore: Maryland Department of Transportation Office of Human Resources, January 2025. https://www.mdot.maryland.gov/OHR/MW‑507‑Instructions.pdf.",https://www.mdot.maryland.gov/OHR/MW‑507‑Instructions.pdf.,Aku,06/30/2025
