sss_year,state,filing_status,variable_name,type,calculation_method,income_min,income_max,num_children,youngest_child,value
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,45010,48225,3,school,0.5
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,48225,51440,3,school,0.45
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,51440,64300,3,school,0.42
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,64300,67515,3,school,0.4
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,67515,70730,3,school,0.35
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,70730,73945,3,school,0.3
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,73945,77160,3,school,0.25
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,77160,80375,3,school,0.15
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,80375,83590,3,school,0.05
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,83590,90020,3,school,0.04
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,90020,96450,3,school,0.04
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,96450,Inf,3,school,0
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,0,3215,2,infant,0.1
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,3215,6430,2,infant,0.2
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,6430,9645,2,infant,0.3
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,9645,12860,2,infant,0.4
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,12860,16075,2,infant,0.5
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,16075,19290,2,infant,0.55
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,19290,22505,2,infant,0.6
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,22505,25720,2,infant,0.65
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,25720,28935,2,infant,0.7
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,28935,35365,2,infant,0.75
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,35365,38580,2,infant,0.71
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,38580,41795,2,infant,0.66
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,41795,45010,2,infant,0.61
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,45010,48225,2,infant,0.55
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,48225,51440,2,infant,0.5
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,51440,64300,2,infant,0.47
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,64300,67515,2,infant,0.45
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,67515,70730,2,infant,0.4
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,70730,73945,2,infant,0.35
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,73945,77160,2,infant,0.3
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,77160,80375,2,infant,0.2
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,80375,83590,2,infant,0.1
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,83590,90020,2,infant,0.06
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,90020,96450,2,infant,0.04
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,96450,Inf,2,infant,0
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,0,3215,2,presch,0.08
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,3215,6430,2,presch,0.18
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,6430,9645,2,presch,0.28
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,9645,12860,2,presch,0.38
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,12860,16075,2,presch,0.48
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,16075,19290,2,presch,0.53
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,19290,22505,2,presch,0.58
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,22505,25720,2,presch,0.63
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,25720,28935,2,presch,0.68
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,28935,35365,2,presch,0.73
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,35365,38580,2,presch,0.69
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,38580,41795,2,presch,0.64
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,41795,45010,2,presch,0.59
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,45010,48225,2,presch,0.53
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,48225,51440,2,presch,0.48
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,51440,64300,2,presch,0.45
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,64300,67515,2,presch,0.43
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,67515,70730,2,presch,0.38
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,70730,73945,2,presch,0.33
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,73945,77160,2,presch,0.28
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,77160,80375,2,presch,0.18
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,80375,83590,2,presch,0.08
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,83590,90020,2,presch,0.06
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,90020,96450,2,presch,0.04
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,96450,Inf,2,presch,0
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,0,3215,2,school,0.05
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,3215,6430,2,school,0.15
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,6430,9645,2,school,0.25
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,9645,12860,2,school,0.35
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,12860,16075,2,school,0.45
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,16075,19290,2,school,0.5
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,19290,22505,2,school,0.55
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,22505,25720,2,school,0.6
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,25720,28935,2,school,0.65
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,28935,35365,2,school,0.7
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,35365,38580,2,school,0.66
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,38580,41795,2,school,0.61
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,41795,45010,2,school,0.56
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,45010,48225,2,school,0.5
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,48225,51440,2,school,0.45
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,51440,64300,2,school,0.42
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,64300,67515,2,school,0.4
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,67515,70730,2,school,0.35
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,70730,73945,2,school,0.3
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,73945,77160,2,school,0.25
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,77160,80375,2,school,0.15
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,80375,83590,2,school,0.05
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,83590,90020,2,school,0.04
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,90020,96450,2,school,0.04
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,96450,Inf,2,school,0
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,0,3765,4,infant,0.1
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,3765,7530,4,infant,0.2
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,7530,11295,4,infant,0.3
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,11295,15060,4,infant,0.4
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,15060,18825,4,infant,0.5
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,18825,22590,4,infant,0.55
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,22590,26355,4,infant,0.6
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,26355,30120,4,infant,0.65
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,30120,33885,4,infant,0.7
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,33885,41415,4,infant,0.75
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,41415,45180,4,infant,0.71
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,45180,48945,4,infant,0.66
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,48945,52710,4,infant,0.61
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,52710,56475,4,infant,0.55
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,56475,60240,4,infant,0.5
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,60240,75300,4,infant,0.47
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,75300,79065,4,infant,0.45
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,79065,82830,4,infant,0.4
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,82830,86595,4,infant,0.35
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,86595,90360,4,infant,0.3
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,90360,94125,4,infant,0.2
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,94125,97890,4,infant,0.1
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,97890,105420,4,infant,0.06
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,105420,112950,4,infant,0.04
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,112950,Inf,4,infant,0
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,0,3765,4,presch,0.08
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,3765,7530,4,presch,0.18
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,7530,11295,4,presch,0.28
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,11295,15060,4,presch,0.38
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,15060,18825,4,presch,0.48
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,18825,22590,4,presch,0.53
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,22590,26355,4,presch,0.58
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,26355,30120,4,presch,0.63
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,30120,33885,4,presch,0.68
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,33885,41415,4,presch,0.73
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,41415,45180,4,presch,0.69
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,45180,48945,4,presch,0.64
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,48945,52710,4,presch,0.59
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,52710,56475,4,presch,0.53
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,56475,60240,4,presch,0.48
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,60240,75300,4,presch,0.45
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,75300,79065,4,presch,0.43
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,79065,82830,4,presch,0.38
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,82830,86595,4,presch,0.33
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,86595,90360,4,presch,0.28
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,90360,94125,4,presch,0.18
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,94125,97890,4,presch,0.08
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,97890,105420,4,presch,0.06
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,105420,112950,4,presch,0.04
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,112950,Inf,4,presch,0
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,0,3765,4,school,0.05
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,3765,7530,4,school,0.15
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,7530,11295,4,school,0.25
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,11295,15060,4,school,0.35
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,15060,18825,4,school,0.45
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,18825,22590,4,school,0.5
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,22590,26355,4,school,0.55
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,26355,30120,4,school,0.6
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,30120,33885,4,school,0.65
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,33885,41415,4,school,0.7
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,41415,45180,4,school,0.66
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,45180,48945,4,school,0.61
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,48945,52710,4,school,0.56
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,52710,56475,4,school,0.5
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,56475,60240,4,school,0.45
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,60240,75300,4,school,0.42
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,75300,79065,4,school,0.4
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,79065,82830,4,school,0.35
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,82830,86595,4,school,0.3
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,86595,90360,4,school,0.25
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,90360,94125,4,school,0.15
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,94125,97890,4,school,0.05
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,97890,105420,4,school,0.04
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,105420,112950,4,school,0.04
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,112950,Inf,4,school,0
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,0,3765,3,infant,0.1
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,3765,7530,3,infant,0.2
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,7530,11295,3,infant,0.3
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,11295,15060,3,infant,0.4
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,15060,18825,3,infant,0.5
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,18825,22590,3,infant,0.55
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,22590,26355,3,infant,0.6
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,26355,30120,3,infant,0.65
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,30120,33885,3,infant,0.7
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,33885,41415,3,infant,0.75
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,41415,45180,3,infant,0.71
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,45180,48945,3,infant,0.66
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,48945,52710,3,infant,0.61
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,52710,56475,3,infant,0.55
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,56475,60240,3,infant,0.5
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,60240,75300,3,infant,0.47
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,75300,79065,3,infant,0.45
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,79065,82830,3,infant,0.4
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,82830,86595,3,infant,0.35
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,86595,90360,3,infant,0.3
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,90360,94125,3,infant,0.2
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,94125,97890,3,infant,0.1
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,97890,105420,3,infant,0.06
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,105420,112950,3,infant,0.04
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,112950,Inf,3,infant,0
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,0,3765,3,presch,0.08
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,3765,7530,3,presch,0.18
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,7530,11295,3,presch,0.28
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,11295,15060,3,presch,0.38
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,15060,18825,3,presch,0.48
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,18825,22590,3,presch,0.53
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,22590,26355,3,presch,0.58
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,26355,30120,3,presch,0.63
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,30120,33885,3,presch,0.68
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,33885,41415,3,presch,0.73
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,41415,45180,3,presch,0.69
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,45180,48945,3,presch,0.64
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,48945,52710,3,presch,0.59
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,52710,56475,3,presch,0.53
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,56475,60240,3,presch,0.48
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,60240,75300,3,presch,0.45
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,75300,79065,3,presch,0.43
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,79065,82830,3,presch,0.38
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,82830,86595,3,presch,0.33
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,86595,90360,3,presch,0.28
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,90360,94125,3,presch,0.18
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,94125,97890,3,presch,0.08
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,97890,105420,3,presch,0.06
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,105420,112950,3,presch,0.04
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,112950,Inf,3,presch,0
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,0,3765,3,school,0.05
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,3765,7530,3,school,0.15
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,7530,11295,3,school,0.25
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,11295,15060,3,school,0.35
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,15060,18825,3,school,0.45
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,18825,22590,3,school,0.5
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,22590,26355,3,school,0.55
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,26355,30120,3,school,0.6
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,30120,33885,3,school,0.65
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,33885,41415,3,school,0.7
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,41415,45180,3,school,0.66
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,45180,48945,3,school,0.61
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,48945,52710,3,school,0.56
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,52710,56475,3,school,0.5
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,56475,60240,3,school,0.45
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,60240,75300,3,school,0.42
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,75300,79065,3,school,0.4
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,79065,82830,3,school,0.35
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,82830,86595,3,school,0.3
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,86595,90360,3,school,0.25
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,90360,94125,3,school,0.15
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,94125,97890,3,school,0.05
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,97890,105420,3,school,0.04
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,105420,112950,3,school,0.04
2026,OR,married,child_dependent_care,credit,percentage_of_capped_costs,112950,Inf,3,school,0
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,0,4315,5,infant,0.1
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,4315,8630,5,infant,0.2
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,8630,12945,5,infant,0.3
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,12945,17260,5,infant,0.4
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,17260,21575,5,infant,0.5
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,21575,25890,5,infant,0.55
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,25890,30205,5,infant,0.6
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,30205,34520,5,infant,0.65
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,34520,38835,5,infant,0.7
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,38835,47465,5,infant,0.75
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,47465,51780,5,infant,0.71
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,51780,56095,5,infant,0.66
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,56095,60410,5,infant,0.61
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,60410,64725,5,infant,0.55
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,64725,69040,5,infant,0.5
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,69040,86300,5,infant,0.47
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,86300,90615,5,infant,0.45
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,90615,94930,5,infant,0.4
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,94930,99245,5,infant,0.35
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,99245,103560,5,infant,0.3
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,103560,107875,5,infant,0.2
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,107875,112190,5,infant,0.1
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,112190,120820,5,infant,0.06
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,120820,129450,5,infant,0.04
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,129450,Inf,5,infant,0
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,0,4315,5,presch,0.08
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,4315,8630,5,presch,0.18
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,8630,12945,5,presch,0.28
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,12945,17260,5,presch,0.38
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,17260,21575,5,presch,0.48
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,21575,25890,5,presch,0.53
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,25890,30205,5,presch,0.58
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,30205,34520,5,presch,0.63
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,34520,38835,5,presch,0.68
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,38835,47465,5,presch,0.73
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,47465,51780,5,presch,0.69
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,51780,56095,5,presch,0.64
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,56095,60410,5,presch,0.59
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,60410,64725,5,presch,0.53
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,64725,69040,5,presch,0.48
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,69040,86300,5,presch,0.45
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,86300,90615,5,presch,0.43
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,90615,94930,5,presch,0.38
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,94930,99245,5,presch,0.33
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,99245,103560,5,presch,0.28
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,103560,107875,5,presch,0.18
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,107875,112190,5,presch,0.08
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,112190,120820,5,presch,0.06
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,120820,129450,5,presch,0.04
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,129450,Inf,5,presch,0
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,0,4315,5,school,0.05
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,4315,8630,5,school,0.15
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,8630,12945,5,school,0.25
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,12945,17260,5,school,0.35
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,17260,21575,5,school,0.45
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,21575,25890,5,school,0.5
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,25890,30205,5,school,0.55
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,30205,34520,5,school,0.6
2026,OR,single_parent,child_dependent_care,credit,percentage_of_capped_costs,34520,38835,5,school,0.65
